사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),위도,경도
지중해동물병원,321-7603,55.76,경기도 부천시 원미구 중동 1058-2 중동프라자,"경기도 부천시 원미구 길주로 275, 중동프라자 (중동)",14539.0,179887.7515,444658.1934,37.50391824908444,126.77332996623285
행복한동물병원,324-3004,96.0,경기도 부천시 원미구 상동 546-3 대맥프라자,"경기도 부천시 원미구 소향로13번길 14-16, 대맥프라자 (상동)",14544.0,177820.7246,444676.998,37.50404020999072,126.74995265141453
연은동물병원,678-0896,0.0,경기도 부천시 오정구 고강동 350-8,경기도 부천시 오정구 역곡로490번길 5 (고강동),14407.0,183700.1533,447390.9398,37.52861547474299,126.81638510433558
더본 동물병원,0323262992,0.0,경기도 부천시 원미구 중동 1150-6 우영프라자,"경기도 부천시 원미구 중동로262번길 32, 우영프라자 (중동)",14548.0,179642.4037,444521.8332,37.50268426400647,126.77055902170905
바로 동물병원,255-0075,0.0,경기도 부천시 원미구 원미동 190-17,경기도 부천시 원미구 원미로 88-2 (원미동),14645.0,181407.2656,443166.9944,37.49051459388666,126.79055252480953
맘스동물의료센터,032-229-8275,0.0,경기도 부천시 원미구 상동 544-1 로얄타워,"경기도 부천시 원미구 길주로 80, 로얄타워 (상동)",14544.0,177930.6167,444812.1263,37.50526034156318,126.7511913971301
24시해든동물메디컬센터,032-715-7579,0.0,경기도 부천시 원미구 중동 1106 위브더스테이트,"경기도 부천시 원미구 신흥로 190, 위브더스테이트 (중동)",14549.0,180230.1475,444378.2545,37.501403439843614,126.7772097953812
마리동물병원,672-7379,0.0,경기도 부천시 오정구 여월동 333 DS타워,"경기도 부천시 오정구 여월로 66, DS타워 (여월동)",14479.0,182769.0112,445496.1789,37.51152688000678,126.80589554867352
쿨펫동물병원(이마트 중동점),0323259617,0.0,경기도 부천시 원미구 중동 1157 (주)신세계이마트중동점,"경기도 부천시 원미구 석천로 188, (주)신세계이마트중동점 (중동)",14547.0,179059.8905,444675.1605,37.504052665600355,126.76396689923716
보우동물병원,0323437582,0.0,경기도 부천시 소사구 옥길동 729-3,경기도 부천시 소사구 양지로171번길 26 (옥길동),14784.0,184177.9282,440760.5059,37.46888398096174,126.82193334596444
훈 동물병원,0325265500,0.0,경기도 부천시 소사구 송내동 315-3 송내역 파인 푸르지오 2단지,"경기도 부천시 소사구 송내대로 14, 송내역 파인 푸르지오 2단지 (송내동)",14731.0,178179.1027,442505.1177,37.48448032186562,126.75407024752492
런던동물병원,032-611-0275,0.0,경기도 부천시 소사구 송내동 385,경기도 부천시 소사구 경인로 102 (송내동),14727.0,179297.6737,442423.6766,37.48377235154919,126.76671959025958
온유동물병원,"652-7566,655-3691",35.0,경기도 부천시 원미구 중동 1087,경기도 부천시 원미구 길주로 342 (중동),14551.0,180523.6289,444460.54,37.50215108041845,126.78052659050206
다나동물병원,323-2737,56.32,경기도 부천시 원미구 상동 523-10,경기도 부천시 원미구 도약로 31 (상동),14504.0,178088.8351,445630.3704,37.51263640756093,126.7529563343914
가나동물병원,6650075,130.0,경기도 부천시 소사구 송내동 393-1,경기도 부천시 소사구 경인로 72 (송내동),14728.0,178984.1943,442395.7174,37.483513344817084,126.76317609004263
가람동물병원,3431397,63.14,경기도 부천시 소사구 괴안동 109-5 조양프라자,"경기도 부천시 소사구 경인로 494, 조양프라자 (괴안동)",14682.0,183160.18,442375.815,37.48341983015826,126.81039154093874
다솜동물병원,032-351-3031,62.31,경기도 부천시 원미구 역곡동 108 역곡시장,"경기도 부천시 원미구 지봉로 116, 역곡시장 (역곡동)",14670.0,183330.1346,442916.8142,37.48829730364113,126.81230080781991
늘봄 동물병원,0323465454,0.0,경기도 부천시 소사구 소사본동 160-29,경기도 부천시 소사구 소사로 196 (소사본동),14703.0,181864.687,441518.4119,37.47567006213393,126.79576548836081
비엔동물전문의료센터,032-345-7559,1261.43,경기도 부천시 소사구 괴안동 111-46 정인빌딩,"경기도 부천시 소사구 경인로 475, 정인빌딩 (괴안동)",14675.0,182981.8906,442347.9465,37.48316545825134,126.80837639264206
TLC 동물의료센터,032-323-2475,1186.4,경기도 부천시 원미구 중동 1058-5 동화빌딩,"경기도 부천시 원미구 길주로 281, 동화빌딩 (중동)",14539.0,179960.7852,444645.9697,37.50380970716339,126.77415626540889
24시 웰니스 동물 의료센터,0322017575,308.9,경기도 부천시 원미구 중동 1128 그린프라자,"경기도 부천시 원미구 부흥로303번길 62, 그린프라자 (중동)",14582.0,180118.3841,443927.7102,37.49734166609389,126.77595807367094
채움동물병원,0323227505,0.0,경기도 부천시 원미구 상동 538-6 대신스카이빌,"경기도 부천시 원미구 길주로 129, 대신스카이빌 (상동)",14542.0,178431.8954,444903.3329,37.506093980563136,126.7568579561539
수동물병원,032-675-8575,23.8,경기도 부천시 오정구 원종동 375-3 그린메디칼프라자,"경기도 부천시 오정구 소사로 709, 그린메디칼프라자 (원종동)",14465.0,182646.3303,446357.3276,37.519283446289,126.80448756538716
큐피트동물병원,032-666-7975,46.0,경기도 부천시 원미구 심곡동 399-11,경기도 부천시 원미구 부일로 447-1 (심곡동),14635.0,180472.0988,442717.9137,37.486449050906465,126.7799902075104
팜펫동물병원,321-7584,45.0,경기도 부천시 원미구 중동 1034-4 드림빌딩,"경기도 부천시 원미구 길주로 219, 드림빌딩 (중동)",14538.0,179310.3874,444754.8452,37.50477627975206,126.76679761759797
동물사랑병원,323-8275,35.0,경기도 부천시 원미구 상동 524-4,경기도 부천시 원미구 도약로 39 (상동),14504.0,178169.0015,445618.2102,37.51252875004739,126.75386343204626
라임동물병원,676-7533,0.0,경기도 부천시 오정구 원종동 373-12 제이디 스카이빌,"경기도 부천시 오정구 소사로 722 (원종동, 제이디 스카이빌)",14466.0,182709.018,446497.4506,37.52054712169058,126.80519336309014
현대동물병원,328-8440,40.0,경기도 부천시 원미구 상동 535-1 뱅뱅프라자,"경기도 부천시 원미구 송내대로265번길 85, 뱅뱅프라자 (상동)",14542.0,178170.9038,445043.8348,37.507353737519246,126.75390204279152
옥길아라동물의료센터,0323487775,10827.84,경기도 부천시 소사구 옥길동 745-7 지음프라자,"경기도 부천시 소사구 양지로 208, 지음프라자 2층 (옥길동)",14786.0,184358.4618,440580.1954,37.46726246825869,126.82397796231893
해든고양이병원,032-719-7939,0.0,경기도 부천시 원미구 중동 1106 위브더스테이트,"경기도 부천시 원미구 신흥로 190, 위브더스테이트 1단지 202,203,204호 (중동)",14549.0,180230.1475,444378.2545,37.501403439843614,126.7772097953812
하모니동물병원,225-7575,46.54,경기도 부천시 원미구 중동 1113 위브더스테이트,"경기도 부천시 원미구 신흥로 150, 위브더스테이트 (중동)",14574.0,180317.0156,443971.6563,37.49774188412256,126.77820309559627
Be 동물병원,032-349-7975,154.4,경기도 부천시 소사구 괴안동 87-1 홈타운프라자,"경기도 부천시 소사구 범안로 55, 홈타운프라자 2층 206호 (괴안동)",14689.0,182957.8024,441666.0895,37.47702150421183,126.80811987788178
하노바동물병원,614-7582,0.0,경기도 부천시 원미구 중동 707-1,경기도 부천시 원미구 부흥로 196 (중동),14603.0,179091.7552,443773.6725,37.49593106429432,126.76435295818081
부천종합동물병원,201-8275,56.25,경기도 부천시 소사구 심곡본동 588-1 부천라비앙로제,"경기도 부천시 소사구 경인로 190, 111호 (심곡본동, 부천라비앙로제)",14711.0,180179.0461,442385.8518,37.48345093410204,126.77668570191078
가야동물병원,655-3500,106.0,경기도 부천시 원미구 심곡동 367-12,경기도 부천시 원미구 부천로 69 (심곡동),14630.0,180817.8124,443175.7997,37.49058184011156,126.78388713546133
햇빛 동물병원,676-7584,0.0,경기도 부천시 오정구 삼정동 342-3,경기도 부천시 오정구 평천로 718 (삼정동),14516.0,179657.9452,445879.9274,37.51492090068112,126.7706971113995
부천 동물심장 내과 건강검진센터,324-8575,0.0,경기도 부천시 원미구 상동 534-6 비잔티움 상동,"경기도 부천시 원미구 길주로 91, 202호 (상동, 비잔티움 상동)",14543.0,178049.4551,444933.2733,37.50635470333646,126.75253178179587
위더스동물병원,666-7500,80.66,경기도 부천시 원미구 상동 534-9 모건시티,"경기도 부천시 원미구 길주로 81, 모건시티 (상동)",14543.0,177957.8476,444929.7279,37.50632057146742,126.75149583311189
부천24시SKY동물메디컬센터,032-323-7579,270.0,경기도 부천시 원미구 중동 1301,"경기도 부천시 원미구 길주로 234, 힐스테이트 중동 203동 2001, 2007호 (중동)",14547.0,179427.4078,444580.0769,37.503204255908614,126.76812596076617
월드펫동물병원,661-7575,74.9,경기도 부천시 원미구 중동 1289 팰리스카운티,"경기도 부천시 원미구 중동로 100, 팰리스카운티 아이파크상가동 213호 (중동)",14613.0,179378.4692,443105.4446,37.48991684656233,126.76761394113944
신세계동물병원,0326147588,247.37,경기도 부천시 소사구 심곡본동 671-1 이테크 에비뉴스타,"경기도 부천시 소사구 경인로 232, 이테크 에비뉴스타 215호 (심곡본동)",14711.0,180572.2398,442300.924,37.48269411452916,126.78113351134442
24시 이지동물의료센터,032-348-7975,85.0,경기도 부천시 원미구 역곡동 49-5 조양시티프라자,"경기도 부천시 원미구 부일로 712, 조양시티프라자 (역곡동)",14673.0,183029.8325,442529.3022,37.4848003507493,126.80891424241308
부천준동물병원,322-7595,0.0,경기도 부천시 원미구 중동 1062-1 두리프라자,"경기도 부천시 원미구 신흥로 230, 두리프라자 (중동)",14534.0,180148.2372,444704.6267,37.50434226249268,126.77627463921635
소풍동물병원,329-7975,0.0,경기도 부천시 원미구 상동 539-1 소풍,"경기도 부천시 원미구 송내대로 239, 소풍 (상동)",14545.0,178411.4421,444684.4053,37.504120986220954,126.75663307833538
나음동물병원,3237581,0.0,경기도 부천시 원미구 중동 1141-1 무광오피스빌딩,"경기도 부천시 원미구 길주로 276, 무광오피스빌딩 (중동)",14548.0,179844.3332,444543.6877,37.502885613568715,126.77284207899784
S동물병원,0323225222,0.0,경기도 부천시 원미구 상동 542-4 상동 동양파라곤,"경기도 부천시 원미구 상동로 78 (상동, 상동 동양파라곤)",14545.0,178102.5181,444663.6771,37.5039269334464,126.75313995637602
기린동물병원,0323220506,0.0,경기도 부천시 원미구 중동 1058-1 신명타운,"경기도 부천시 원미구 길주로 273, 신명타운 (중동)",14539.0,179843.93,444665.525,37.503983347824146,126.77283417118902
아름다운동물병원,325-7588,0.0,경기도 부천시 원미구 상동 401-1 송내부건프라자,"경기도 부천시 원미구 상일로 100, 송내부건프라자 (상동)",14598.0,178104.8163,443262.0072,37.491298074341294,126.75320776422848
24시 연희동물의료센터,032-821-8088,341.82,인천광역시 연수구 청학동 503-4 이리옴프라자,"인천광역시 연수구 청능대로 93, 이리옴프라자 301동 1호 (청학동)",21926.0,171219.1864,434738.8278,37.41431568253807,126.67568245345922
광주광역시 우치동물원 동물병원,613-5890,0.0,광주광역시 북구 생용동 산 127-2 우치공원 금호패밀리랜드,"광주광역시 북구 우치로 677, 우치공원 금호패밀리랜드 (생용동)",61028.0,189939.239,191422.8622,35.22200117980444,126.89030088679712
굿모닝동물병원,573-7171,56.0,광주광역시 북구 용봉동 476-1번지,광주광역시 북구 설죽로 305 (용봉동),61063.0,190609.6066,187517.9869,35.18681127475197,126.8977089551732
아나푸게안과동물병원,524-3663,62.34,광주광역시 북구 용봉동 1402-6,광주광역시 북구 설죽로 191 (용봉동),61110.0,190523.9798,186413.7114,35.17685708508241,126.8967815955434
전남대학교 동물병원,530-2882,697.2,광주광역시 북구 용봉동 300 전남대학교,"광주광역시 북구 용봉로 77, 전남대학교 주210 (용봉동)",61186.0,191342.6276,186342.6162,35.17622369872981,126.90576939045538
24시 더나은 동물메디컬 센터,055-716-1175,0.0,경상남도 거제시 고현동 203-1,경상남도 거제시 동문천로 47 (고현동),53256.0,348514.1827,155010.4158,34.8829954138157,128.62528926539682
거제동물메디컬센터,0556327582,0.0,경상남도 거제시 수월동 1043-92,"경상남도 거제시 수양로 456-12, 3층 (수월동)",53237.0,349915.5499,156218.2625,34.89367275046407,128.64082835754684
러브펫,791-5775,27.0,경기도 하남시 신장동 427-35번지,경기도 하남시 신평로 58 (신장동),12957.0,218070.7365,448509.7611,37.53866534144375,127.20525314042125
서울샤인동물병원,031-261-7582,0.0,경기도 용인시 수지구 신봉동 40-2,"경기도 용인시 수지구 신봉1로 84, 228,229호 (신봉동, 상록신봉종합상가)",16815.0,206706.578,424640.6328,37.32375427488845,127.07645657536217
청산동물병원,732-8173,50.0,충청북도 옥천군 청산면 지전리 27-25번지,충청북도 옥천군 청산면 지전1길 10-1,29013.0,271108.7162,316283.1888,36.34474793039565,127.7929105344101
아름동물병원,731-3935,98.75,충청북도 옥천군 옥천읍 삼양리 산 194-4,충청북도 옥천군 옥천읍 삼양로 41-1,29032.0,250807.1696,311921.9703,36.30673111758721,127.56649076463643
참좋은동물병원,733-1548,20.0,충청북도 옥천군 옥천읍 금구리 171-21번지,충청북도 옥천군 옥천읍 금장로 23,29038.0,250864.0173,311420.7188,36.30221115915524,127.56709106647426
고려동물병원,070-7796-3478,45.5,충청북도 옥천군 옥천읍 장야리 248-1번지,충청북도 옥천군 옥천읍 문장로 81-8,29040.0,251733.0759,310976.8583,36.29816520822897,127.57673687323988
옥천동물병원,043-732-8844,180.51,충청북도 옥천군 옥천읍 삼양리 222-201,충청북도 옥천군 옥천읍 삼금로 53,29038.0,251011.2699,311516.8298,36.30306948514642,127.56873669412607
힐스타동물병원,02-445-5022,0.0,서울특별시 강남구 자곡동 658-105 강남힐스테이트에코,"서울특별시 강남구 자곡로 202, 105호 (자곡동, 강남힐스테이트에코)",6373.0,209201.9614,441399.856,37.47473584158975,127.10481752019248
강남다온동물병원,02-576-1239,0.0,"서울특별시 강남구 도곡동 545-6 1층,2층","서울특별시 강남구 도곡로 174, 1,2층 (도곡동)",6261.0,203333.0265,443237.6692,37.49133393533039,127.03847702965521
압구정웰동물병원,3443-0275,0.0,서울특별시 강남구 신사동 528-3번지 덕산빌딩 203호,"서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )",6028.0,201749.4564,446742.8281,37.522919578344215,127.02057873936742
선릉동물병원,557-1555,0.0,서울특별시 강남구 역삼동 694-11 연안이씨빌딩 1층,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",6149.0,204064.4794,444962.3065,37.50687001687235,127.04675735097982
우리집동물병원,02-572-9300,0.0,서울특별시 강남구 도곡동 180-31번지 1층,"서울특별시 강남구 남부순환로 2737, 1층 (도곡동)",6274.0,203923.9034,442699.0938,37.486479090763694,127.0451555834101
봄사랑 동물병원,02-6951-4327,0.0,서울특별시 강남구 압구정동 455번지 상가 제2층 203호,"서울특별시 강남구 압구정로29길 68, 2층 203호 (압구정동, 현대아파트)",6004.0,202454.97,447748.161,37.53197601434805,127.02856301029699
혜민동물병원,02-454-8275,0.0,서울특별시 강남구 삼성동 10-25 대호빌딩 1층,"서울특별시 강남구 봉은사로57길 59, 대호빌딩 1층 (삼성동)",6092.0,203796.465,445820.365,37.51460221911353,127.04373048741158
신사동물병원,02-549-4505,0.0,서울특별시 강남구 논현동 59-5 진성빌딩,"서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)",6047.0,202495.9907,446378.3572,37.51963404755825,127.02902257459625
서진동물병원,02-336-3929,0.0,서울특별시 마포구 노고산동 56-7,서울특별시 마포구 신촌로16길 34(노고산동),4057.0,194117.3659,450220.1877,37.55423269595688,126.93421389093679
서교동물병원,02-332-7984,0.0,서울특별시 마포구 망원동 415-32번지,"서울특별시 마포구 포은로 107, 2층 (망원동)",4009.0,191496.3103,450483.1719,37.5565815216525,126.90454821319969
수정동물병원,6053-6052,0.0,서울특별시 강남구 일원동 719번지 푸른마을아파트 상가동 102호,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",6356.0,207082.8529,442411.5001,37.48386928034511,127.08087052985493
이비치 동물치과병원,02-511-2842,0.0,서울특별시 강남구 청담동 1-18번지 2층,"서울특별시 강남구 선릉로 756, 2층 (청담동, 대성빌딩)",6062.0,203436.959,446670.677,37.52226487718008,127.03966798964538
마더스동물병원,445-7579,0.0,서울특별시 강남구 세곡동 581 강남리더스프라자 202-1호,"서울특별시 강남구 헌릉로 569, 202-1호 (세곡동, 강남리더스프라자)",6376.0,208882.2459,440405.7437,37.46578197438832,127.10119122862828
도곡종합동물병원,554-8875,0.0,서울특별시 강남구 역삼동 761-18번지,"서울특별시 강남구 언주로 314, 105호 (역삼동)",6219.0,204056.1997,443750.8845,37.49595516136837,127.04665713734585
치료멍멍동물병원,545-0075,0.0,서울특별시 강남구 신사동 637-14,"서울특별시 강남구 언주로172길 11, 1층 (신사동)",6017.0,203004.5965,447301.3428,37.527948621470856,127.03477952909157
닥터펫동물의료센터,02-3443-8275,218.0,서울특별시 강남구 삼성동 35-3 1층,"서울특별시 강남구 선릉로 620, 1층 (삼성동)",6097.0,203776.2083,445541.7126,37.51209165246261,127.04349995617932
솔샘동물병원,988-7582,61.53,서울특별시 강북구 미아동 812 삼성래미안트리베라아파트,"서울특별시 강북구 삼양로27길 19, 상가 204동 108호 (미아동, 삼성래미안트리베라아파트)",1195.0,201731.6844,457219.3356,37.61731167928712,127.02040151022686
애니케어 동물병원 수유점,996-1007,54.59,서울특별시 강북구 수유동 279-290번지,서울특별시 강북구 삼양로 499 (수유동),1026.0,201189.0089,460598.0931,37.64775437648541,127.01426003030534
굿모닝동물병원,2665-8256,0.0,서울특별시 강서구 방화동 1265번지 24통4반 숲속마을 402동 502호,"서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)",7511.0,183414.4948,452706.1049,37.57649924496404,126.81303285630418
파스텔동물병원,02-2693-0075,76.14,서울특별시 강서구 화곡동 1070-1번지,"서울특별시 강서구 화곡로 112, 1층 (화곡동)",7718.0,185300.5433,448627.7398,37.539785906309234,126.83446568271954
오즈동물병원,02-2697-0052,32.8,서울특별시 강서구 내발산동 722-15,서울특별시 강서구 강서로45길 28 (내발산동),7639.0,185311.913,449552.4628,37.54811773265059,126.83457575275857
땅콩 동물병원,02-3665-7588,0.0,서울특별시 강서구 마곡동 799-2 푸리마타워,"서울특별시 강서구 공항대로 190, 푸리마타워 219호 (마곡동)",7631.0,184785.4835,450767.2584,37.559054303465366,126.82859334605817
가양쿨펫동물병원,3665-1838,49.6,서울특별시 강서구 가양동 17번지 4통10반 파크리오 119동 403호,"서울특별시 강서구 양천로 431 (가양동, 홈플러스가양점)",7527.0,186687.1318,451342.7735,37.56426917290814,126.85010522444689
스마일동물병원,02-2667-5666,49.2,서울특별시 강서구 내발산동 1139번지 16통3반 초록아파트 107동 702호,"서울특별시 강서구 수명로 74 (내발산동, 발산시티타워)",7635.0,184573.2768,450049.7165,37.55258581031678,126.82620679153175
셀레네동물병원,02-335-5232,0.0,서울특별시 마포구 상수동 310-1번지,서울특별시 마포구 독막로 85 (상수동),4049.0,193103.497,449521.7153,37.54793243180712,126.92274650898283
C.T.종합동물병원,02-6375-0075,0.0,서울특별시 마포구 신공덕동 159 신공덕2차삼성래미안,"서울특별시 마포구 만리재로 74, 2상가 117호 (신공덕동, 신공덕2차삼성래미안)",4187.0,196221.5457,449347.2585,37.54637885644653,126.95803157928675
가로수동물병원,549-7579,0.0,서울특별시 강남구 신사동 549-1 1층,"서울특별시 강남구 압구정로 134, 1층 (신사동)",6029.0,202003.4196,446902.9167,37.52436147016178,127.02345207664875
드림동물병원,02-508-7583,0.0,"서울특별시 강남구 역삼동 771 101호,102호","서울특별시 강남구 역삼로 234, 101,102호 (역삼동)",6226.0,203662.27,443876.667,37.49709007858799,127.04220309362975
대치수동물병원,02-539-3339,0.0,"서울특별시 강남구 대치동 316번지 1통2반 은마상가 1층 B120, B121 101동 801호","서울특별시 강남구 삼성로 212 (대치동, 은마상가 1층 B120, B121)",6284.0,205707.0894,443914.1941,37.49741797089473,127.06532707074463
H 동물병원,02-984-7588,36.44,서울특별시 강북구 미아동 1357-6번지 미아프라자 106호,"서울특별시 강북구 삼양로27길 35-21, 미아프라자 106호 (미아동)",1196.0,201602.5775,457290.1007,37.61794948403541,127.01893931514012
꼬마동물병원,02-993-8266,0.0,서울특별시 강북구 수유동 340-2,"서울특별시 강북구 삼양로117길 5, 1층 (수유동)",1033.0,201316.118,460114.2689,37.64339507058133,127.01569950467686
그레이동물병원 강남점,02-529-7587,0.0,"서울특별시 강남구 도곡동 467-7 아카데미스위트 에이동 104, 202호","서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)",6292.0,204538.1449,442942.8535,37.48867259723803,127.0521021873701
24시 스마트동물병원(신사본원),02-549-0275,0.0,서울특별시 강남구 신사동 587-13 1층 지하1층,"서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)",6026.0,202580.5891,446499.5821,37.52072605180211,127.02997995229609
대형동물병원,998-1785,0.0,서울특별시 강북구 수유동 266-20,서울특별시 강북구 한천로 1135(수유동),1039.0,201538.8645,460390.3451,37.645882121928494,127.01822390673722
24시 수유 바른펫 동물의료센터,02-903-7582,217.39,"서울특별시 강북구 수유동 39-10 1, 2층","서울특별시 강북구 노해로 65, 1, 2층 (수유동, 리안스페이스)",1077.0,201895.657,459898.769,37.641452494651936,127.02226547277537
고려종합동물병원,02-575-7999,64.52,서울특별시 강남구 도곡동 527-3번지 도곡렉슬아파트 상가동 109호,"서울특별시 강남구 선릉로 225, 도곡렉슬아파트 상가동 109호 (도곡동)",6276.0,204586.37,443682.9741,37.49534084648615,127.05265202189969
스마트동물병원,554-7582,134.0,서울특별시 강남구 개포동 189 개포자이 스퀘어상가 208호,"서울특별시 강남구 삼성로 14, 208호 (개포동, 개포자이 프레지던스)",6331.0,206239.624,442598.513,37.485560285732824,127.07133818937056
창문동물병원,02-988-0251,52.5,서울특별시 강북구 미아동 48-24번지,서울특별시 강북구 월계로 35 (미아동),1222.0,202914.2828,456532.1412,37.611117284658526,127.03379366726287
위즈동물병원,02-987-7959,46.65,서울특별시 강북구 미아동 197-9번지,서울특별시 강북구 도봉로 202 (미아동),1133.0,202252.6859,458266.0946,37.62674167596928,127.02630582281452
충현동물병원,02-549-7582,0.0,서울특별시 강남구 논현동 191-12 1~4층,"서울특별시 강남구 논현로 621, 1~4층 (논현동)",6122.0,202825.95,445202.715,37.509040625175906,127.03275060412783
한 동물병원,02-575-7581,51.48,서울특별시 강남구 개포동 1187-1번지,서울특별시 강남구 논현로10길 14 (개포동),6314.0,204337.1417,441340.022,37.47423201574065,127.04982011533033
24시 청담우리 동물병원,02-541-7515,295.88,서울특별시 강남구 삼성동 70-6,서울특별시 강남구 삼성로 614 (삼성동),6085.0,204603.205,445808.225,37.514489224739656,127.05285550458325
삼성동물종합병원,902-7582,57.0,서울특별시 도봉구 쌍문동 88-115 1층,"서울특별시 도봉구 도봉로 499, 1층 (쌍문동)",1442.0,203044.803,460873.2212,37.65022906931033,127.03528958761304
정겨운동물병원,02-817-8172,83.23,서울특별시 동작구 상도1동 261,서울특별시 동작구 상도로 315 (상도1동),6970.0,195574.4601,444203.2744,37.50002890238636,126.95074066152242
일마레 동물 메디컬 센터,02-3445-7275,0.0,서울특별시 강남구 청담동 132-19 정화빌딩,"서울특별시 강남구 영동대로 708, 정화빌딩 4층 (청담동)",6075.0,204979.056,446545.9754,37.52113439931691,127.05711170533633
래이동물의료센터,556-7588,345.0,서울특별시 강남구 대치동 649 1층,서울특별시 강남구 남부순환로 2911-1 (대치동),6280.0,205037.1489,443391.3084,37.49271062443437,127.05774753300719
유현동물병원,955-2882,40.46,서울특별시 도봉구 방학동 731 한화아파트 상가 105호,"서울특별시 도봉구 방학로 187, 105호 (방학동, 한화아파트 상가)",1383.0,202728.5068,462100.9149,37.66129125017763,127.03170992060552
굿파파 24시 반려동물건강검진센터,02-593-8275,209.99,서울특별시 동작구 사당동 148-9 1층 및 2층,"서울특별시 동작구 사당로 289, 1층 및 2층 (사당동)",7008.0,198128.4978,442514.2025,37.4848192500825,126.97962839059285
나무동물병원,02-813-4567,30.8,서울특별시 동작구 흑석동 335-1번지,"서울특별시 동작구 흑석한강로 2, 1층 105호 (흑석동)",6979.0,196966.286,444931.7713,37.50659836179428,126.9664775752169
우리아이동물병원,02-823-7500,154.45,서울특별시 동작구 상도동 34-18번지 1층 및 2층,"서울특별시 동작구 상도로 262, 1층 및 2층 (상도동)",6965.0,195234.7414,444628.238,37.503856102435115,126.94689603807534
박동물병원,3665-5982,0.0,서울특별시 강서구 내발산동 655-12,"서울특별시 강서구 강서로 333, 104호 105호 (내발산동)",7632.0,185521.3682,450368.3634,37.55547221823158,126.83692980246997
고득영동물병원,2608-0973,0.0,서울특별시 강서구 화곡동 861-8번지 9통2반,"서울특별시 강서구 곰달래로 199 (화곡동, 고득영동물병원)",7749.0,187118.3474,447697.8519,37.53143500977899,126.85505022241344
우장동물병원,2602-7582,0.0,서울특별시 강서구 화곡동 904번지 8통8반 목동신시가지아파트 405동 805호,"서울특별시 강서구 화곡로 143 (화곡동, 충효빌딩)",7714.0,185582.0072,448778.3567,37.54114740965514,126.83764742878567
강서동물병원,2691-5900,0.0,서울특별시 강서구 화곡동 421-23번지,"서울특별시 강서구 곰달래로15길 46 (화곡동, 강서동물병원)",7771.0,185747.7315,447787.1484,37.53221931437266,126.8395419216929
뉴욕종합동물병원,02-333-9558,0.0,서울특별시 마포구 서교동 395-44,서울특별시 마포구 양화로 68 (서교동),4044.0,192513.4241,449835.2288,37.55075251463188,126.91606596347141
용강동물병원,02-707-2340,0.0,서울특별시 마포구 대흥동 337-41,서울특별시 마포구 대흥로 48 (대흥동),4159.0,194584.8711,449177.7908,37.5448436949903,126.9395124519287
디엔씨동물병원,02-717-7571,0.0,서울특별시 마포구 노고산동 1-67,서울특별시 마포구 신촌로 154 (노고산동),4104.0,194862.5593,450454.6967,37.55635010377248,126.94264562217046
홍익동물종합병원,02-325-2026,0.0,서울특별시 마포구 합정동 411-18,서울특별시 마포구 독막로 45 (합정동),4047.0,192718.1144,449540.2317,37.54809627322329,126.91838529739425
망원동물종합병원,02-332-0175,0.0,서울특별시 마포구 망원동 386-2 망원 양경회관,"서울특별시 마포구 월드컵로 65, 망원 양경회관 (망원동)",4018.0,192050.4931,450289.2569,37.55483935286589,126.91082223891303
가나동물병원,3491-4748,56.64,서울특별시 도봉구 방학동 665-11번지 2통6반 삼익세라믹아파트 105동 503호,서울특별시 도봉구 방학로 162 (방학동),1356.0,202939.2188,462258.9036,37.66271405153556,127.03409860269176
삼양동물병원,989-9552,76.0,서울특별시 강북구 미아동 734-258 백운M빌딩,"서울특별시 강북구 삼양로 190, 백운M빌딩 1층 (미아동)",1174.0,201780.553,457611.141,37.62084167929656,127.02095594475396
중앙동물병원,982-8698,40.92,서울특별시 강북구 미아동 98-39번지,서울특별시 강북구 도봉로 88 (미아동),1165.0,202614.0721,457187.9509,37.61702688698088,127.03039586385995
동물병원 위드,907-1565,62.0,서울특별시 강북구 수유동 47-69,서울특별시 강북구 덕릉로 79 (수유동),1081.0,201926.5046,459160.7636,37.63480317037116,127.02261310494455
이안동물의학센터(청담점),574-7533,150.0,서울특별시 강남구 청담동 86 5층,"서울특별시 강남구 선릉로 806, 5층 (청담동)",6014.0,203432.5185,446848.2841,37.52386512453039,127.03961857141772
사랑동물병원,991-4304,0.0,서울특별시 강북구 수유동 319-12 삼흥연립,서울특별시 강북구 삼양로123길 6-12 (수유동),1029.0,201283.6734,460332.254,37.64535910877914,127.01533225241592
현대종합동물병원,999-9110,69.36,서울특별시 강북구 수유동 252-199,서울특별시 강북구 노해로 94 (수유동),1051.0,201963.3153,460155.6488,37.643766784703516,127.02303272733536
