사업장명,소재지전화,소재지면적,소재지전체주소,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),경도,위도,
송정동물메디컬센터,26610530,,서울특별시 강서구 공항동 28-10,서울특별시 강서구 공항대로 39 (공항동),7619,183293.1193,451048.5921,129.7538725,35.11440408,35.11440408
우리아이동물메디컬센터,02-3664-0075,,서울특별시 강서구 내발산동 646,"서울특별시 강서구 공항대로 284, 1층 2호 (내발산동)",7646,185714.7926,450665.2639,129.7504055,35.13630471,35.13630471
고려종합동물병원,02-3661-8200,68.9,서울특별시 강서구 가양동 1480-5번지,"서울특별시 강서구 양천로57길 10-20, 102호 (가양동, 이스타빌Ⅰ)",7526,186943.8856,451159.5135,129.7561963,35.14724845,35.14724845
해피동물병원,2619-7533,0,서울특별시 구로구 고척동 50-95번지,서울특별시 구로구 중앙로 67 (고척동),8224,187701.3378,444604.0673,129.684553,35.15568363,35.15568363
황하동물병원,2664-7773,0,서울특별시 강서구 방화동,"서울특별시 강서구 금낭화로 52 (방화동, 세성빌딩)",7607,183311.0355,451970.4236,129.7639796,35.11433533,35.11433533
하나사랑동물병원,02-822-7574,0,서울특별시 동작구 상도동 366-24번지,"서울특별시 동작구 상도로 171, 1층 (상도동)",6937,194447.9025,444700.6256,129.6876126,35.21641009,35.21641009
굿모닝동물병원,02-548-5466,0,서울특별시 강남구 청담동 44-15번지,"서울특별시 강남구 학동로 413 (청담동, 청담빌딩)",6069,203924.6337,446220.8418,129.7071312,35.30136994,35.30136994
개포별빛동물병원,573-7582,0,서울특별시 강남구 개포동 1229-11번지 동성빌딩1층,"서울특별시 강남구 논현로 70, 1층 (개포동, 동성빌딩)",6307,204027.295,441585.31,129.6562443,35.30342417,35.30342417
365 마음동물병원,02-2611-5223,0,서울특별시 구로구 궁동 170-11 2층,"서울특별시 구로구 오리로 1286, 2층 (궁동)",8255,184899.1007,443799.714,129.6749074,35.13064549,35.13064549
허브동물병원,0267347500,0,서울특별시 구로구 구로동 650-4 SK허브수 B동 205호,"서울특별시 구로구 구일로10길 27, SK허브수 B동 2층 5호 (구로동)",8323,188674.9951,443749.503,129.6754704,35.16465851,35.16465851
드림동물병원,0236660204,0,서울특별시 구로구 고척동 343 고척 월드메르디앙 109동 5호,"서울특별시 구로구 중앙로8길 11, 109동 5호 (고척동, 고척 월드메르디앙)",8223,187829.3847,444534.7274,129.6838306,35.1568535,35.1568535
예은동물의료센터,02-529-5575,487.86,서울특별시 강남구 논현동 87-4,"서울특별시 강남구 학동로29길 5, 3,4,5,6층 (논현동)",6052,202689.0976,445827.3866,129.7024395,35.29034154,35.29034154
디아크동물종합병원,02-816-7582,57,서울특별시 동작구 노량진동 246-1,서울특별시 동작구 장승배기로27길 18 (노량진동),6929,194540.4603,445499.7696,129.6964087,35.21704841,35.21704841
동물은내친구,02-582-7708,0,서울특별시 동작구 사당동 321-114번지,서울특별시 동작구 사당로 252 (사당동),,197790.5567,442326.1747,129.6625425,35.24708562,35.24708562
다나동물병원,02-3471-0375,99,서울특별시 동작구 사당동 1019-54 오사빌딩 1층,서울특별시 동작구 동작대로 47 (사당동),7014,198290.9875,442079.915,129.6599866,35.25165132,35.25165132
피닉스동물병원,02-813-7579,132.66,서울특별시 동작구 대방동 395-4,"서울특별시 동작구 상도로 43, 1층 (대방동, 정원빌딩)",6954,193339.3887,444203.3009,129.6818271,35.2065495,35.2065495
원동물병원,02-587-5618,64.35,서울특별시 동작구 사당동 224-24번지,서울특별시 동작구 사당로 180 (사당동),,197145.96,442632.9998,129.6657204,35.24120707,35.24120707
오류동물병원,2612-3232,24.96,서울특별시 구로구 오류동 33-1 예성라온팰리스 103동 101호,"서울특별시 구로구 경인로 236, 예성라온팰리스 103동 101호 (오류동)",8270,186391.7691,443886.3166,129.6762968,35.14406559,35.14406559
사랑동물병원,851-1368,24.5,서울특별시 구로구 구로동 152-6,서울특별시 구로구 도림로 98 (구로동),8369,190548.0998,443187.1825,129.6698559,35.18166141,35.18166141
구로종합동물병원,2631-0085,0,"서울특별시 구로구 신도림동 432-1 신도림에스케이뷰 101동 103호, 104호","서울특별시 구로구 경인로 638, 101동 1층 3,4호 (신도림동, 신도림에스케이뷰)",8209,189894.6369,444982.5482,129.6893533,35.17534129,35.17534129
캥거루 동물병원,2066-2579,0,서울특별시 구로구 오류동 166-9,서울특별시 구로구 오류로 55 (오류동),8342,185757.9475,443082.542,129.6672987,35.1385526,35.1385526
아이러브펫동물병원(신도림점),3439-7533,0,서울특별시 구로구 신도림동 337 홈플러스 신도림점 지하1층,"서울특별시 구로구 경인로 661, 홈플러스 신도림점 지하1층 (신도림동)",8208,190005.1325,445250.5389,129.6923252,35.17627092,35.17627092
위너스 동물병원,568-7975,90,서울특별시 강남구 역삼동 732-26번지,서울특별시 강남구 역삼로 235 (역삼동),6225,203656.7594,443931.116,129.6819014,35.29951862,35.29951862
마이펫동물의료센터,512-2575,200,서울특별시 강남구 삼성동 119-3,서울특별시 강남구 삼성로 573 (삼성동),6154,204630.2241,445592.8025,129.7004442,35.30787761,35.30787761
츄츄 동물병원,512-0075,95.04,서울특별시 강남구 역삼동 834-66,서울특별시 강남구 논현로67길 56 (역삼동),6250,203063.485,443440.903,129.676341,35.29429586,35.29429586
나을동물병원,02-521-5775,29.8,서울특별시 동작구 사당동 248-5번지,"서울특별시 동작구 사당로 196, 1층 102호 (사당동, 거묵프리미엄 상가)",7009,197267.5139,442526.6297,129.6645887,35.24232734,35.24232734
와이즈24시 동물병원,3446-8253,147.4,서울특별시 강남구 논현동 123-5,서울특별시 강남구 학동로6길 7 (논현동),6111,202041.3957,445451.4282,129.6981169,35.28460166,35.28460166
백산동물병원,511-6364,146.7,서울특별시 강남구 역삼동 725-15 2층,"서울특별시 강남구 논현로86길 22, 2층 (역삼동)",6223,203405.8873,444213.4984,129.6849283,35.2971908,35.2971908
청담눈초롱안과동물병원,,0,서울특별시 강남구 청담동 125-12 4층,"서울특별시 강남구 도산대로 539, 4층 (청담동, 금원빌딩)",6013,204582.1872,446992.0897,129.7158004,35.30710062,35.30710062
수 동물병원,930-7975,0,서울특별시 노원구 상계동 1265 동방미주(아)109-1001,"서울특별시 노원구 동일로 1689 (상계동, 하이베라스)",1604,204922.61,464356.5272,129.9066289,35.30572867,35.30572867
엘케이동물병원,952-6426,0,서울특별시 노원구 중계동 413-9 두림빌딩 102호,"서울특별시 노원구 덕릉로 589, 두림빌딩 102호 (중계동)",1708,206261.4214,460957.2047,129.8697211,35.31867425,35.31867425
브라운동물병원,6224-3858,0,서울특별시 노원구 중계동 525 풍림(아) 111-1808,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)",1779,205601.926,459732.1286,129.8560551,35.31305564,35.31305564
수락 동물병원,937-9724,0,서울특별시 노원구 상계동 11-410 태성빌라 202호,"서울특별시 노원구 동일로 1622 (상계동, 유성상가)",1630,204868.6109,463402.192,129.8961305,35.30549419,35.30549419
화랑동물병원,949-7512,0,서울특별시 노원구 공릉동 227-68,서울특별시 노원구 화랑로 473 (공릉동),1803,206961.9896,457441.1315,129.8313176,35.32589287,35.32589287
유림동물병원,900-7710,0,서울특별시 노원구 월계동 98-9,"서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)",1882,204454.9741,458289.0699,129.8398432,35.303103,35.303103
우솔종합동물병원,973-7588,0,서울특별시 노원구 월계동 26-13 석계문고,"서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)",1914,205815.6989,457008.2712,129.8262028,35.31568381,35.31568381
한빛종합동물병원,951-7582,0,서울특별시 노원구 상계동 749-10,서울특별시 노원구 동일로 1370 (상계동),1756,205391.3766,460951.3953,129.8693804,35.31084276,35.31084276
웰리스 동물병원,978-4775,0,서울특별시 노원구 중계동 947-16 38통5반 3층,"서울특별시 노원구 섬밭로 258 (중계동, 건영옴니백화점)",1779,205645.892,459609.0125,129.8547167,35.31348343,35.31348343
로얄벳 동물병원,,0,서울특별시 노원구 월계동 331-1   번지 신세계이마트 2층,,,,,,,
이앤박동물병원,939-6898,0,서울특별시 노원구 상계동 682 13통8반 동신아파트 103동 708호,서울특별시 노원구 한글비석로52길 18 (상계동),1655,205562.135,462464.17,129.8860505,35.31198436,35.31198436
아란종합동물병원,905-7588,0,서울특별시 노원구 월계동 3-94번지 드림빌 201호,서울특별시 노원구 월계로 333 (월계동),1879,,,,,
스마일플러스동물병원,976-7582,0,서울특별시 노원구 공릉동 494-17 영운빌딩 1층,"서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)",1857,206395.3949,457941.875,129.8366404,35.32066264,35.32066264
롯데동물병원,973-5959,0,서울특별시 노원구 중계동 503 시영1단지B상가 118호,"서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )",1778,205588.636,459964.0997,129.8585988,35.31287574,35.31287574
25시동물병원,935-0075,0,서울특별시 노원구 중계동 363 대림벽산상가 102호,"서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)",1738,206806.7029,460547.6681,129.8653958,35.32369019,35.32369019
은빛동물병원,02-932-6658,0,서울특별시 노원구 상계동 1110번지 42통7반 두산아파트 111동 1107호,"서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",1608,204619.1435,463887.9426,129.9013851,35.30312032,35.30312032
주주동물종합병원,02-556-0975,137,서울특별시 강남구 대치동 898-8 1층,"서울특별시 강남구 선릉로 412, 1층 (대치동)",6198,204402.5107,444390.693,129.6871714,35.30612155,35.30612155
스마트동물병원 성북길음점,02-941-5575,66,"서울특별시 성북구 길음동 1285번지 길음뉴타운7단지 두산위브상가 103호, 104호","서울특별시 성북구 길음로13길 22, 103호, 104호 (길음동, 길음7구역두산위브아파트)",2715,201592.9913,456382.9661,129.8180147,35.27782552,35.27782552
포유동물병원,912-6555,115,서울특별시 성북구 하월곡동 62-4번지,서울특별시 성북구 오패산로 22 (하월곡동),2751,203263.3008,455766.5542,129.8117671,35.29302171,35.29302171
로이동물병원,02-927-7878,60,서울특별시 성북구 동소문동6가 237번지,서울특별시 성북구 아리랑로 27 (동소문동6가),2830,201321.967,454782.4515,129.8003575,35.27579372,35.27579372
카카오 N 동물병원,942-4883,43,서울특별시 성북구 길음동 1284번지 길음뉴타운 제상가비동 제지2층 25호,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운 제상가비동 제지2층 25호)",2720,201514.971,456137.1021,129.8152909,35.27718597,35.27718597
강북 24시 N 동물의료센터,984-0075,0,서울특별시 성북구 길음동 1163,서울특별시 성북구 삼양로4길 3 (길음동),2732,202082.9943,455946.1553,129.8133714,35.28234896,35.28234896
넬 동물의료센터,02-6925-4347,155,서울특별시 성북구 하월곡동 76-16,서울특별시 성북구 오패산로 75-1 (하월곡동),2737,203089.9303,456275.7802,129.8173051,35.29133055,35.29133055
앙리동물병원,02-766-7577,115,서울특별시 성북구 성북동 155-15번지 1층,"서울특별시 성북구 성북로 66, 1층 (성북동)",2835,200082.0882,454571.6349,129.7976587,35.26468393,35.26468393
열린동물종합병원,3273-0075,0,서울특별시 용산구 원효로2가 84-10번지 신영빌딩,"서울특별시 용산구 원효로 171, 신영빌딩 (원효로2가)",4364,196549.8958,448153.5244,129.7261322,35.23448933,35.23448933
좋아서하는 동물병원,02-703-0075,66.34,"서울특별시 용산구 원효로1가 133-3 리첸시아 용산 B동 113,114호","서울특별시 용산구 백범로 341, B동 지상1층 113,114호 (원효로1가, 리첸시아 용산)",4315,197045.8495,448447.559,129.7295088,35.23888221,35.23888221
펫동물병원,3275-0079,52.63,서울특별시 용산구 효창동 79-1번지 지상1층,"서울특별시 용산구 백범로 285, 지상1층 (효창동)",4318,196490.8443,448594.4489,129.7309533,35.23384846,35.23384846
차오름동물병원,706-7975,0,서울특별시 용산구 산천동 93-1번지,서울특별시 용산구 효창원로 14 (산천동),4360,195610.3636,448004.7223,129.7242161,35.22606637,35.22606637
한사랑동물병원,749-8275,0,서울특별시 용산구 용산동2가 45-7,서울특별시 용산구 신흥로 36-1 (용산동2가),4339,198816.6397,448827.7246,129.7342168,35.25473241,35.25473241
원효종합동물병원,719-7070,35.82,서울특별시 용산구 용문동 25-36,서울특별시 용산구 새창로 122-2(용문동),4363,196459.6742,448255.1657,129.7272204,35.23365181,35.23365181
달래동물의료센터,794-1255,191,서울특별시 용산구 한남동 707-36 한남프라자 2층,"서울특별시 용산구 한남대로 76, 한남프라자 2층 (한남동)",4418,200506.1873,448146.1732,129.7272453,35.2701143,35.2701143
민트동물병원,707-2235,94.77,서울특별시 용산구 산천동 202번지 삼성테마트 119호,"서울특별시 용산구 원효로 51, 119호 (산천동, 삼성테마트)",4359,195547.1403,447976.7759,129.7238904,35.22550399,35.22550399
이태원동물병원,797-6677,140.4,서울특별시 용산구 이태원동 531,"서울특별시 용산구 녹사평대로 210, 지하1, 1, 2층층 일부호 (이태원동)",4345,198802.4761,448239.8207,129.7277589,35.25475063,35.25475063
퍼스동물병원,02-790-7508,42.75,서울특별시 용산구 용산동2가 45-1번지 106호,"서울특별시 용산구 신흥로 54, 106호 (용산동2가, 북동연립)",4339,198855.0321,448982.6334,129.7359289,35.25503963,35.25503963
바다동물병원(Bada Animal Hospital),02-792-2561,48,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층 비21호,"서울특별시 용산구 서빙고로 67, 지하1층 비21호 (용산동5가, 파크타워)",4385,197338.9151,446893.4844,129.7125403,35.24190479,35.24190479
24시 시유동물메디컬센터,02-793-0075,248.47,서울특별시 용산구 이촌동 302-88 지상1층 101호,"서울특별시 용산구 이촌로64길 24, 지상1층 101호 (이촌동)",4427,197270.0423,446419.9232,129.707322,35.2414011,35.2414011
베이동물병원,02-749-7588,40.51,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,"서울특별시 용산구 이촌로 248, 11동 102호 (이촌동, 한강맨션)",4426,197722.571,446344.5912,129.7066307,35.24549433,35.24549433
더힐동물의료센터,02-792-8275,224.4,서울특별시 용산구 한남동 29-6 아이리스프라자 지상3층,"서울특별시 용산구 독서당로 81-1, 아이리스프라자 지상3층 (한남동)",4419,200779.182,448049.1957,129.7262629,35.2725964,35.2725964
금강동물병원,798-7512,49.58,"서울특별시 용산구 이촌동 301-263 렉스상가 8-1,8-2호","서울특별시 용산구 이촌로 300, 렉스상가 8-1,8-2호 (이촌동)",4425,198165.7679,446185.2445,129.7050143,35.24952415,35.24952415
라온동물병원,792-7585,0,서울특별시 용산구 이태원동 225-93번지,서울특별시 용산구 회나무로13길 6 (이태원동),4344,199007.7691,448599.201,129.731766,35.25651006,35.25651006
아프리카동물병원,773-1119,74.43,서울특별시 용산구 후암동 244-11,서울특별시 용산구 후암로 32 (후암동),4331,197980.8683,449605.4348,129.7425002,35.24701373,35.24701373
엉클장동물병원,713-0053,32.4,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,"서울특별시 용산구 백범로 341, A동 지상1층 106호 (원효로1가, 리첸시아 용산)",4315,197045.8495,448447.559,129.7295088,35.23888221,35.23888221
청화종합동물병원,792-7602,107.5,서울특별시 용산구 이태원동 21-1 태광빌딩 1층,"서울특별시 용산구 보광로 90, 태광빌딩 1층 (이태원동)",4406,199561.7253,447651.5139,129.7215296,35.26173257,35.26173257
펫토이동물병원,795-2184,36.19,서울특별시 용산구 한남동 653-26번지,서울특별시 용산구 대사관로 32 (한남동),4403,200079.1088,447917.9471,129.7246106,35.26632531,35.26632531
남산동물병원,778-7582,51.4,서울특별시 용산구 후암동 63-1번지 지상1층,"서울특별시 용산구 후암로 51, 지상1층 (후암동)",4325,197907.2425,449803.8996,129.7446562,35.24630138,35.24630138
효창동물병원,711-4527,0,서울특별시 용산구 효창동 70-11번지,서울특별시 용산구 백범로 293 (효창동),4317,196561.8919,448563.4557,129.7306346,35.23449586,35.23449586
키다리동물병원,02-6401-1512,0,서울특별시 송파구 문정동 620 송파 푸르지오시티,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 110호 (문정동)",5841,210654.5062,442070.5757,129.6635333,35.36298183,35.36298183
해동물병원,02-744-9098,0,서울특별시 종로구 창신동 80-1,서울특별시 종로구 지봉로 53-1 (창신동),,201300.6173,452512.2341,129.7754248,35.27617634,35.27617634
북악동물병원,391-4575,46.22,서울특별시 종로구 홍지동 127-7번지 5통5반 지층 3호,서울특별시 종로구 자하문로 293 (홍지동),3021,196420.1408,455175.0414,129.8031469,35.23155977,35.23155977
초콜릿종합동물병원,307-3335,0,서울특별시 서대문구 북가좌동 333-7번지 302호,서울특별시 서대문구 응암로 117 (북가좌동),3677,192288.3919,453428.9874,129.7827156,35.19480085,35.19480085
한스동물병원,303-1114,0,서울특별시 서대문구 남가좌동 338-39번지,서울특별시 서대문구 증가로 111 (남가좌동),3692,193291.6317,452709.1734,129.7751276,35.20401522,35.20401522
가재울봉쥬르동물병원,02-305-8275,0,서울특별시 서대문구 북가좌동 304-29,서울특별시 서대문구 거북골로 178 (북가좌동),3691,192059.6355,452769.0241,129.7754065,35.19290741,35.19290741
두리틀동물병원,302-3275,0,서울특별시 서대문구 북가좌동 306-21번지,서울특별시 서대문구 응암로 66 (북가좌동),3691,192051.7397,452952.7526,129.7774193,35.19279008,35.19279008
이재풍동물병원,02-404-6123,21.45,서울특별시 송파구 오금동 39-1,서울특별시 송파구 오금로35길 44 (오금동),5660,211360.4929,444924.3734,129.6951146,35.36864277,35.36864277
영국동물병원,02-402-5746,0,서울특별시 송파구 가락동 190-6 무영빌딩,"서울특별시 송파구 동남로18길 23, 무영빌딩 (가락동)",5783,211698.2008,443566.9701,129.6802932,35.37201572,35.37201572
24시 수 동물메디컬센터,02-2676-7582,0,서울특별시 영등포구 양평동1가 28-3,"서울특별시 영등포구 영등포로 85-1, 1, 2, 지층 (양평동1가)",7262,190309.6638,446683.9745,129.7081367,35.17866236,35.17866236
올리브동물병원,3917502,0,서울특별시 종로구 홍지동 126-8,서울특별시 종로구 자하문로 305 (홍지동),,196308.2156,455218.7575,129.8035919,35.23054092,35.23054092
우리동물병원,3676-1190,42.58,서울특별시 종로구 숭인동 52-8번지,서울특별시 종로구 지봉로 96-3 (숭인동),,201312.3245,452934.4707,129.7800645,35.27617522,35.27617522
누리봄동물병원,02-735-7530,45,서울특별시 종로구 내자동 125-3번지,서울특별시 종로구 사직로12길 2 (내자동),,197374.3476,452611.4526,129.7753078,35.2408,35.2408
광화문동물병원,722-8275,0,서울특별시 종로구 통인동 147-7 씨에스코즈빌,"서울특별시 종로구 자하문로 35-3, 씨에스코즈빌 101호 (통인동)",3040,197383.1975,452972.1186,129.7792688,35.24078878,35.24078878
경희궁 바른 동물병원,,0,서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,"서울특별시 종로구 송월길 99, 상가동 2층 2229호 (홍파동, 경희궁자이 2단지)",3165,196711.2568,452060.8605,129.769062,35.23496813,35.23496813
에버펫 동물병원,02-409-7533,149,서울특별시 송파구 가락동 175-14 연암빌딩,"서울특별시 송파구 오금로 422, 연암빌딩 1층 (가락동)",5770,212024.6305,443845.0049,129.6834471,35.37488712,35.37488712
송이종합동물병원,02-415-7114,296.69,서울특별시 송파구 송파동 146-6,"서울특별시 송파구 가락로 210, 1층 101호 (송파동)",5671,210230.9221,444982.6233,129.6954166,35.35845755,35.35845755
위드 동물병원,02-373-7500,92.04,서울특별시 서대문구 북가좌동 300-2,"서울특별시 서대문구 응암로 76, 102호 (북가좌동)",3683,192107.3676,453041.99,129.7784152,35.19326848,35.19326848
송파바로동물병원,02-400-8575,264,서울특별시 송파구 문정동 85 어은회관,"서울특별시 송파구 새말로 125, 어은회관 (문정동)",5809,211255.7596,442338.1156,129.6666524,35.36833089,35.36833089
송파스마일동물병원,02-448-7588,220.8,서울특별시 송파구 문정동 57-3,서울특별시 송파구 새말로5길 17 (문정동),5807,210894.0452,442447.6514,129.6677493,35.36504726,35.36504726
마루동물병원,02-443-8898,0,서울특별시 송파구 거여동 290-3 우토 파크빌딩,"서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동)",5779,212732.2246,443096.7864,129.6754317,35.38144108,35.38144108
참 동물병원,841-0075,40.5,서울특별시 영등포구 신길동 95-39번지,서울특별시 영등포구 영등포로76길 1 (신길동),7352,192844.1054,445716.6102,129.6982822,35.20172061,35.20172061
우신종합동물병원,849-6509,82.5,서울특별시 영등포구 신길동 232-15,서울특별시 영등포구 신길로 168 (신길동),7362,192081.3914,445002.6885,129.6902235,35.19502713,35.19502713
이든동물의료센터,02-2635-2475,,"서울특별시 영등포구 당산동5가 11-30 1,2층","서울특별시 영등포구 양평로 5, 1,2층 (당산동5가, 성원빌딩)",7214,191537.0036,447765.0302,129.7203613,35.18944787,35.18944787
신길 온동물병원,02-848-7975,0,서울특별시 영등포구 신길동 2039 상가동 C119호,"서울특별시 영등포구 신풍로 77, 상가동 C119호 (신길동, 래미안에스티움)",7390,192287.0596,444303.222,129.6826116,35.19704942,35.19704942
송파원동물병원,02-419-7571,185.6,서울특별시 송파구 송파동 135-2,"서울특별시 송파구 백제고분로 432, 2층 (송파동)",5662,209821.4712,445231.7014,129.6980317,35.35470962,35.35470962
신천동물병원,02-420-0975,0,서울특별시 송파구 잠실동 242-4 리치빌딩 1층,"서울특별시 송파구 석촌호수로 108, 리치빌딩 1층 (잠실동)",5566,207786.2939,445052.1761,129.6954492,35.3364284,35.3364284
송파데일리동물병원,02-403-7582,0,서울특별시 송파구 문정동 624 송파아이파크 1동 E204호,"서울특별시 송파구 법원로 55, 송파아이파크 1층 E204호 (문정동)",5841,210698.85,441971.2713,129.6624548,35.3634052,35.3634052
위례S동물의료센터,02-431-7575,0,"서울특별시 송파구 장지동 881-5 에스비트램스퀘어 203,204호","서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 203,204호 (장지동)",5849,212569.2523,442123.3049,129.66468,35.38021031,35.38021031
닥터캣 고양이병원,02-2039-2575,0,서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,"서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동)",5614,208682.9466,444522.2611,129.689894,35.34463193,35.34463193
유앤동물의료원,02-2043-7582,0,서울특별시 송파구 오금동 17 왕천빌딩 1층,"서울특별시 송파구 양재대로 1148, 왕천빌딩 1층 (오금동)",5657,211187.2854,445282.8152,129.699003,35.36699517,35.36699517
이룸동물병원,02-419-7580,198,서울특별시 송파구 석촌동 217 달성빌딩,"서울특별시 송파구 삼학사로 34, 달성빌딩 (석촌동)",5679,208510.82,444231.795,129.6866504,35.34315309,35.34315309
리센츠 스타 동물병원,02-419-1010,48.37,"서울특별시 송파구 잠실동 22-6 리센츠상가 1층 C13,C14호","서울특별시 송파구 올림픽로 145, 리센츠 상가동 1층 C13,C14호 (잠실동)",5502,207624.4247,445533.4396,129.7006891,35.33485278,35.33485278
24시잠실ON동물의료센터,02-418-0724,0,서울특별시 송파구 잠실동 175-6 J타워 202호,"서울특별시 송파구 올림픽로 76, J타워 202호 (잠실동)",5556,206916.7584,445485.4448,129.6999497,35.32849255,35.32849255
킴리동물병원,02-6925-5475,0,"서울특별시 송파구 신천동 11 장미c상가 내제2층 203호, 내제2층 204동 3호","서울특별시 송파구 올림픽로35길 94, 신천동동 내제2층층 203호 (신천동, 장미3차맨션)",5504,209001.8448,446426.8142,129.7109204,35.34703544,35.34703544
석촌동물병원,02-414-7975,60.14,서울특별시 송파구 석촌동 174-12 청호빌딩 1층 2호,"서울특별시 송파구 송파대로 441, 청호빌딩 1층 2호 (석촌동)",5616,209318.049,444847.9038,129.6936627,35.35027083,35.35027083
잠실베스트동물메디컬센터,02-2203-7975,0,서울특별시 송파구 석촌동 2-9 금보 1층,"서울특별시 송파구 삼학사로 88, 금보 1층 (석촌동)",5612,208542.1416,444755.6169,129.6924164,35.34330695,35.34330695
문정탑동물병원,02-431-0275,107.47,서울특별시 송파구 문정동 4-2 성해아파트상가 1층,"서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트)",5796,211133.0284,443191.9635,129.6760024,35.36701813,35.36701813
행복한 우리아이 동물병원,02-424-7552,0,서울특별시 송파구 삼전동 22-6 1층,"서울특별시 송파구 석촌호수로 146, 1층 (삼전동)",5600,208168.0563,444967.4448,129.6946324,35.33988667,35.33988667
대학로동물병원,3672-8441,53.7,서울특별시 종로구 명륜2가 5-99번지 1통3반 방산빌라 402호,서울특별시 종로구 창경궁로 261 (명륜2가),3075,199947.1787,453593.827,129.7868827,35.26371716,35.26371716
월드펫동물병원,379-7575,0,서울특별시 종로구 평창동 158-1 글로리아타운,"서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)",3009,197212.3649,456055.2058,129.8130518,35.23846837,35.23846837
미소로동물병원,2679-9997,,서울특별시 영등포구 영등포동8가 72 미소로,"서울특별시 영등포구 영신로 238, 미소로 107,108,204호 (영등포동8가)",7228,191463.4866,447373.1745,129.7160412,35.18888244,35.18888244
희망종합동물병원,02-414-7588,0,서울특별시 송파구 잠실동 175-12 올림픽타워 101호,"서울특별시 송파구 올림픽로 88, 올림픽타워 101호 (잠실동)",5556,207048.6382,445470.1056,129.6998207,35.3296838,35.3296838
노아동물병원,02-401-0075,0,서울특별시 송파구 거여동 562-4,서울특별시 송파구 오금로 498 (거여동),5772,212655.919,443430.7724,129.6790811,35.38067258,35.38067258
오주동물병원,02-443-8083,0,서울특별시 송파구 거여동 133-77 흥일빌딩,"서울특별시 송파구 마천로 264, 흥일빌딩 (거여동)",5735,212852.6208,443990.5747,129.6852947,35.38230701,35.38230701
페토피아종합동물병원,02-414-0075,0,서울특별시 송파구 방이동 124-8 남양빌딩,"서울특별시 송파구 오금로 203, 남양빌딩 (방이동)",5643,210245.0525,445108.5728,129.6968052,35.35855387,35.35855387
김민재동물병원,02-443-8973,0,서울특별시 송파구 오금동 120-7,서울특별시 송파구 동남로 318 (오금동),5730,212193.4274,444617.3151,129.6919884,35.37621802,35.37621802
독립문동물병원,02-733-5060,0,서울특별시 서대문구 냉천동 195번지,서울특별시 서대문구 통일로 171-1 (냉천동),3735,196679.0108,451868.0697,129.7669364,35.23472621,35.23472621
어울림동물병원,02-305-4242,,서울특별시 서대문구 남가좌동 124-1번지,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",3711,192672.0675,452221.9607,129.7695933,35.19855918,35.19855918
오즈동물병원,02-305-5975,0,서울특별시 서대문구 남가좌동 369-10,"서울특별시 서대문구 증가로 150, 100동 B209, B210호 (남가좌동)",3670,192922.7951,452984.6525,129.7780365,35.20062492,35.20062492
위드펫종합동물병원,02-2202-0075,0,서울특별시 송파구 잠실동 234-17 성선빌딩,"서울특별시 송파구 백제고분로 161, 성선빌딩 (잠실동)",5568,207433.006,444811.9218,129.6927036,35.33330616,35.33330616
강앤정 동물병원,02-305-7505,0,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,"서울특별시 서대문구 가재울미래로 2, 204동 1층 102-2,103-1호 (남가좌동, DMC파크뷰자이)",3711,192672.0675,452221.9607,129.7695933,35.19855918,35.19855918
에이플러스 동물병원,02-3144-7582,214.81,서울특별시 서대문구 연희동 135-9번지 내풍빌딩,"서울특별시 서대문구 연희로 114, 내풍빌딩 지층 (연희동)",3724,193916.2349,451733.0955,129.7646107,35.20988424,35.20988424
송파동물의료센터,02-424-3662,0,서울특별시 송파구 송파동 97-14,서울특별시 송파구 송파대로 378 (송파동),5676,209744.136,444378.5593,129.6886316,35.35422238,35.35422238
경인동물의료센터,02-571-8275,0,서울특별시 영등포구 영등포동 423-44 1층,"서울특별시 영등포구 경인로 832, 1층 (영등포동, 대성빌딩)",7306,191568.1181,445944.0702,129.700397,35.19017537,35.19017537
